post,tags
(html) why does a tag close itself  <pre class= lang-html prettyprint-override ><code>&lt;section id=&quot;advertise&quot;&gt;     &lt;a&gt;         &lt;i class=&quot;palette-90&quot;&gt;&lt;/i&gt;         &lt;div&gt;             &lt;img src=&quot;res/naver02.png&quot; alt=&quot;whale white&amp;black compare&quot;&gt;             여러분의 눈은 소중하니까  웹 페이지까지 다크하게!             &lt;button&gt;&lt;a href=&quot;#&quot;&gt;&lt;i class=&quot;palette-90&quot;&gt;&lt;/i&gt;다운로드&lt;/a&gt;&lt;/button&gt;         &lt;/div&gt;         &lt;div&gt;3일 동안 보지 않기&lt;i class=&quot;palette-90&quot;&gt;&lt;/i&gt;&lt;/div&gt;     &lt;/a&gt; &lt;/section&gt; </code></pre>  this is code in html file and it implemented in browser(chrome) like below  <pre class= lang-html prettyprint-override ><code>&lt;section id=&quot;advertise&quot;&gt;     &lt;a href=&quot;#&quot;&gt;         &lt;i class=&quot;palette-90&quot;&gt;&lt;/i&gt;     &lt;/a&gt;     &lt;div&gt;         &lt;a href=&quot;#&quot;&gt;             &lt;img src=&quot;res/naver02.png&quot; alt=&quot;whale white&amp;amp;black compare&quot;&gt;             여러분의 눈은 소중하니까  웹 페이지까지 다크하게!         &lt;/a&gt;         &lt;button&gt;&lt;a href=&quot;#&quot;&gt;&lt;/a&gt;&lt;a href=&quot;#&quot;&gt;&lt;i class=&quot;palette-90&quot;&gt;&lt;/i&gt;다운로드&lt;/a&gt;&lt;/button&gt;     &lt;/div&gt;     &lt;div&gt;3일 동안 보지 않기&lt;i class=&quot;palette-90&quot;&gt;&lt;/i&gt;&lt;/div&gt; &lt;/section&gt; </code></pre>  is the problem is the <code>div</code> under <code>a</code>  or something else  i wonder why are they different each other,html
how to remove css style   i have a block with div inside:   <pre><code>&lt;div&gt;    &lt;div class= do &gt;do it&lt;/div&gt; &lt;/div&gt; </code></pre>   element <code>.do</code> has <code>cursor: none</code>  but parent div has cursor.    how to remove cursor from <code>.do</code> element  now parent block sets this property,css
weird inaccuracy in line rotation - c++  i have programmed a simple <a href= https://en.wikipedia.org/wiki/dragon_curve  rel= nofollow noreferrer >dragon curve</a> fractal. it seems to work for the most part  but there is an odd logical error that shifts the rotation of certain lines by one pixel. this wouldn t normally be an issue  but after a few generations  at the right size  the fractal begins to look wonky.    <a href= https://i.stack.imgur.com/1n9i7.jpg  rel= nofollow noreferrer ><img src= https://i.stack.imgur.com/1n9i7.jpg  alt= close up of the fractal ></a> <a href= https://i.stack.imgur.com/r0dqt.jpg  rel= nofollow noreferrer ><img src= https://i.stack.imgur.com/r0dqt.jpg  alt= after a few generations ></a>    i am using open cv in c++ to generate it  but i m pretty sure it s a logical error rather than a display error. i have printed the values to the console multiple times and seen for myself that there is a one-digit difference between values that are intended to be the exact same - meaning a line may have a y of 200 at one end and 201 at another.    here is the full code:   <pre><code>#include&lt;iostream&gt; #include&lt;cmath&gt; #include&lt;opencv2/opencv.hpp&gt; const int width=500; const int height=500; const double pi=std::atan(1)*4.0; struct point{   double x;   double y;   point(double x_ double y_){     x=x_;     y=y_;   }};  cv::mat img(width height cv_8uc3 cv::scalar(255 255 255));  double deg_to_rad(double degrees){return degrees*pi/180;}  point rotate(int degree  int centx  int centy  int ll) {   double radians = deg_to_rad(degree);    return point(centx + (ll * std::cos(radians))  centy + (ll * std::sin(radians))); } void generate(point &amp; r  std::vector &lt; point &gt; &amp; verticies  int rotation = 90) {   int currotation = 90;   bool start = true;   point center = r;   point rot(0  0);   std::vector&lt;point&gt; verticiesc(verticies);    for (point i: verticiesc) {     double dx = center.x - i.x;     double dy = center.y - i.y;     //distance from centre     int ll = std::sqrt(dx * dx + dy * dy);    //angle from centre     currotation = std::atan2(dy  dx) * 180 / pi;     //add 90 degrees of rotation     rot = rotate(currotation + rotation  center.x  center.y  ll);     verticies.push_back(rot);    //endpoint  where the next centre will be      if (start) {        r = rot;       start = false;     }   } } void gen(int gens  int bwidth = 1) {   int ll = 7;   std::vector &lt; point &gt; verticies = {     point(width / 2  height / 2 - ll)      point(width / 2  height / 2)   };   point rot(width / 2  height / 2);   for (int i = 0; i &lt; gens; i++) {     generate(rot  verticies);   } //draw lines   for (int i = 0; i &lt; verticies.size(); i += 2) {     cv::line(img  cv::point(verticies[i].x  verticies[i].y)  cv::point(verticies[i + 1].x  verticies[i + 1].y)  cv::scalar(0  0  0)  1  8);   } } int main() {   gen(10);   cv::imshow(    img);   cv::waitkey(0);   return 0; } </code></pre>,c++
my toast messages are not being displayed  i have an issue where my notifications are not being displayed. i initially used a snackbar which worked  but suddenly stopped working. i thought the issue was with the snackbar class and switched to using toast instead but those do not show up as well. i have checked to make sure notifications are not turned off in my app.   <pre><code>public class loginactivity extends appcompatactivity {     private static final int my_permissions_request = 0;     edittext email password;     button login;     string emailcred passwordcred;     textview emailer caller;     static csbar cshowprogress = csbar.getinstance();     string tag_login_req =  tag_login_req ;     static arraylist&lt;child&gt; childmodel;     private static final string loggedinparenttracker =  loggedin ;     sharedpreferences sharedpreferences;      @override     protected void oncreate(bundle savedinstancestate)     {         super.oncreate(savedinstancestate);         setcontentview(r.layout.activity_login);          email = (edittext)findviewbyid(r.id.email);         password = (edittext)findviewbyid(r.id.password);          emailer = (textview) findviewbyid(r.id.emailicon);         caller = (textview) findviewbyid(r.id.callicon);           emailer.setonclicklistener(new view.onclicklistener() {             @override             public void onclick(view view) {                 email();             }         });          caller.setonclicklistener(new view.onclicklistener() {             @override             public void onclick(view view)             {                 // here  thisactivity is the current activity                 if (contextcompat.checkselfpermission(loginactivity.this manifest.permission.call_phone) != packagemanager.permission_granted)                 {                     // no explanation needed  we can request the permission.                     activitycompat.requestpermissions(loginactivity.this  new string[]{manifest.permission.call_phone} my_permissions_request);                 }                 else                 {                     call();                 }             }         });            // let s mark this viewgroup as an icon container         typeface iconfont = fontmanager.gettypeface(getapplicationcontext() fontmanager.fontawesome);         fontmanager.markasiconcontainer(findviewbyid(r.id.icons_container) iconfont);          connectivitymanager cm = (connectivitymanager)this.getsystemservice(context.connectivity_service);          networkinfo activenetwork = cm.getactivenetworkinfo();         final boolean isconnected = activenetwork != null &amp;&amp; activenetwork.isconnectedorconnecting();          login = (button)findviewbyid(r.id.email_sign_in_button);          login.setonclicklistener(new view.onclicklistener()         {             @override             public void onclick(view view)             {                    emailcred = email.gettext().tostring();                 passwordcred = password.gettext().tostring();                  if(emailcred.isempty())                 {                     email.seterror( enter your email );                 }                 else if(passwordcred.isempty())                 {                     password.seterror( enter your password );                 }                 else if(!isconnected)                 {                      toast.maketext(loginactivity.this  sorry please connect to a network  toast.length_long).show();                 }                 else                 {                     cshowprogress.showprogress(loginactivity.this);                     try{                         makerequest(emailcred passwordcred);                     }                     catch (exception ex)                     {                         toast.maketext(loginactivity.this  error logging in please try again  toast.length_long).show();                     }                  }             }         });      }      public void makerequest(final string user  final string cred)     {         //the url we are posting the request to         string url =  http://mobile.map.education/api/login ;          sharedpreferences = getsharedpreferences(loggedinparenttracker  context.mode_private);         //the post request function         stringrequest postrequest = new stringrequest(request.method.post  url                  new response.listener&lt;string&gt;()                 {                     @override                     public void onresponse(string response)                     {                         csbar.hideprogress();                         try                         {                             jsonobject jsonresponse = new jsonobject(response);                             string status = jsonresponse.getstring( status );                              jsonarray children = (jsonarray) jsonresponse.get( child );                             jsonarray img = (jsonarray) jsonresponse.get( passport );                              if(status.equalsignorecase( error ))                             {                                 toast.maketext(loginactivity.this jsonresponse.getstring( message ) toast.length_long).show();                             }                             else if (status.equalsignorecase( success ))                             {                                 sharedpreferences.editor editor = sharedpreferences.edit();                                 editor.putstring( loggedin  emailcred);                                 editor.apply();                                  profileservice(user);                                 ptaservice();                                 newsservice();                                  fromresponse(children img);                                  intent loader = new intent(loginactivity.this childselect.class);                                 startactivity(loader);                             }                         }                         catch (jsonexception e)                         {                             e.printstacktrace();                         }                     }                 }                  //this handles any errors the volley package gets                 new response.errorlistener()                 {                     @override                     public void onerrorresponse(volleyerror error)                     {                         error.printstacktrace();                     }                 }         ){             //this is a method to set the parameters we are sending to be in the proper format             @override             protected map&lt;string  string&gt; getparams()             {                 map&lt;string  string&gt; params = new hashmap&lt;&gt;();                  //the proper format of the login parameters is portal[parameter name goes here]                 params.put( portal[username]   user);                 params.put( portal[password]   cred);                 params.put( portal[from]   web );                 return params;             }         };          //this is a retry policy that has been set to deal with timeout errors         postrequest.setretrypolicy(new defaultretrypolicy(                 30000                  defaultretrypolicy.default_max_retries                  defaultretrypolicy.default_backoff_mult));          try{             queuer.getinstance().addtorequestqueue(postrequest  tag_login_req);         }         catch (exception ex)         {             toast.maketext(loginactivity.this  error logging in please try again  toast.length_long).show();         }      } </code></pre>,android
how often is viewdidload called   when the user switches to another program and then back again.  the original program s view will be replaced by a new view from another program. so when the user switches back to the original program  would viewdidload be called the second time      am asking this because if this is the case  then the initialization code placed inside viewdidload would be executed every time the user switches the screen back and forth.  and this could result in reseting views and loosing unfinished works of the user ...,iphone
mysql return rows before that are before current date and time  i have a mysql table that looks something like this:   <pre><code>itemnumber  maindate      delivertime 654         2019-12-16    7:30 am 659         2019-12-16    9:30 pm 672         2019-12-17    10:30 am 679         2019-12-17    5:00 pm </code></pre>   current time  during the time of posting the question is <code>2019-12-17  1:13 pm</code>    i want to return all rows that are before this time  so i did:   <pre><code>select itemnumber maindate delivertime from invtable where maindate &lt; current_date()  </code></pre>   this gives me all record before today that has the main date of <code>2019-12-16</code>    to return all the items that are of today but the time has already passed i tried to do:   <pre><code>select itemnumber maindate delivertime from invtable where maindate &lt; current_date()  or (maindate = current_date() and delivertime &lt;= current_time()) </code></pre>   this gives an error:   <blockquote>    error code: 1267. illegal mix of collations (utf8_general_ci implicit)   and (latin1_swedish_ci numeric) for operation  &lt;=   </blockquote>,mysql
icondownloader imagedownloadsinprogress is null  i use apple s code icondownloader to download the image i have added the icondownloader file but it doesn t work.   <pre><code>- (void)starticondownload:(userinfo *)userimageobject forindexpath:(nsindexpath *)indexpath {     icondownloader *icondownloader = [imagedownloadsinprogress objectforkey:indexpath];     if (icondownloader == nil)      {         icondownloader = [[icondownloader alloc] init];         icondownloader.apprecord = userimageobject;         icondownloader.indexpathintableview = indexpath;         icondownloader.delegate = self;         [imagedownloadsinprogress setobject:icondownloader forkey:indexpath];         nslog(@ indexpath:%@  indexpath);         nslog(@ icondownloader:%@  icondownloader);         nslog(@ imagedownloadsinprogress:%@  [imagedownloadsinprogress objectforkey:indexpath]);         [icondownloader startdownload];         [icondownloader release];     }  } // called by our imagedownloader when an icon is ready to be displayed - (void)appimagedidload:(nsindexpath *)indexpath {     icondownloader *icondownloader = [imagedownloadsinprogress objectforkey:indexpath];     nslog(@ %@  imagedownloadsinprogress);     if (icondownloader != nil)     {         uitableviewcell *cell = [mytableview cellforrowatindexpath:icondownloader.indexpathintableview];          // display the newly loaded image         cell.imageview.image = icondownloader.apprecord.image;      } } </code></pre>   this is my log:   <pre><code>1970-01-13 14:44:32.-714 mo[5726:307] indexpath:&lt;nsindexpath 0x275260&gt; 2 indexes [0  0] 1970-01-13 14:44:32.-694 mo[5726:307] icondownloader:&lt;icondownloadertan: 0x2c57a0&gt; 1970-01-13 14:44:32.-689 mo[5726:307] imagedownloadsinprogress:(null) </code></pre>   we can see the problem is imagedownloadsinprogress dictionary is null why but the key(indexpath) and the object(icondownloader) are not null.who can tell me why thanks in advance.    i have defined the imagedownloadsinprogress in my .h file:   <pre><code>nsmutabledictionary *imagedownloadsinprogress;   </code></pre>,iphone
how can i make this jquery work how i want to   fiddle here: <a href= http://jsfiddle.net/cgweb87/r3nex/  rel= nofollow >http://jsfiddle.net/cgweb87/r3nex/</a>    when you click on the h2  it slides the div up and down but how can i make it so that it slides the div up and the other sections below it slide up to sit under the h2  rather than the div sliding up to sit on the h2 below.    hard to explain but please check the fiddle,jquery
ios create gallery photo from blob  two quick questions: 1. is it possible to create a gallery album and naming it programmaticly on ios  2. is it possible to create a gallery photo from a blob (downloaded from server) and make it part of an album     it s perfectly fine if the user gets prompted for permissions from the system to access the gallery.,ios
how is the easiest way to adapt this layout to orientation changes   i have two views stacked vertically on portrait mode  let s say something like this  <pre><code>&lt;linearlayout             android:layout_width=&quot;match_parent&quot;     android:layout_height=&quot;wrap_content&quot;             android:orientation=&quot;vertical&quot;&gt;      &lt;view         android:id=&quot;@+id/view1&quot;         android:layout_width=&quot;wrap_content&quot;         android:layout_height=&quot;wrap_content&quot;/&gt;      &lt;view         android:id=&quot;@+id/view2&quot;         android:layout_width=&quot;match_parent&quot;         android:layout_height=&quot;wrap_content&quot;/&gt;  &lt;/linearlayout&gt;  ----------------- |     view1     | ---------------- |     view2     | ----------------- </code></pre>  i need to show them in one line in landscape. ideally like this  <pre><code>----------------- | view2 | view1 | ----------------- </code></pre>  where <code>view2</code> has <code>wrap_content</code> width and <code>view1</code> fills the rest of the width   i m totally free to change the parent <code>linearlayout</code> or change anything necessary to achieve the objective. the root container is a <code>constraintlayout</code>,android
can we change keyboards programmatically  can we change keyboards programmatically. can we give user option to change keyboard to different language from application at runtime,iphone
why won t this paragraph line up correctly between the quotes   i m having trouble keeping the paragraph square between the quote marks. in firefox the last line between the quotes sticks out too far to the left. the image is what i would like it to look like.    <img src= https://i.stack.imgur.com/rn4ea.png  alt= enter image description here >    <a href= http://jsbin.com/elohej  rel= nofollow noreferrer >http://jsbin.com/elohej</a>  &lt;-this shows the problem exactly in firefox.   <pre><code>&lt;html&gt; &lt;head&gt; &lt;meta charset= utf-8  /&gt; &lt;style type= text/css &gt; /* block quote*/ #bqstyle{     width: 650px;     margin:30px 0 0 230px;     border: solid 1px #000;  }  #bqstyle blockquote{     font-size:24px;     height: 50px;     padding: 0 25px 50px 0;  }  .bqstart {      float: left;      font-size: 700%;      color: #605f5f;      height:25px;      margin-top: -40px;      padding-right: 5px;      padding-bottom: 100px;  }     .bqend {      float: right;      font-size: 700%;      color: #605f5f;      height: 35px;      margin-top: -35px;      margin-right:-40px;  }  /* end block quote*/ &lt;/style&gt;   &lt;/head&gt;  &lt;div id= bqstyle &gt; &lt;blockquote&gt;&lt;p&gt;&lt;span class= bqstart &gt;&amp;#8220;&lt;/span&gt;frank is the best. i take my z to hill&amp;#8217;s for all my maintenance and car needs  and i&amp;#8217;ll never take it to the dealership again. better service. better prices. &lt;span class= bqend &gt;&amp;#8221;&lt;/span&gt;&lt;/p&gt;&lt;/blockquote&gt; &lt;/div&gt; &lt;p&gt; test paragraph test paragraphtest paragraphtest paragraphtest paragraphtest paragraphtest paragraphtest paragraphtest paragraphtest paragraphtest paragraphtest paragraphtest paragraphtest paragraphtest paragraph&lt;/p&gt; &lt;/html&gt; </code></pre>,css
how can i select all checkboxes from a form using pure javascript (without js frameworks)   i have question  how write function to  select  all  chceckbox  on  form  when  all  checkbox id start  from  some const.  string   using  pure java script (without  jquery  and other frameworks)    i know how  do it  using  each function from jquery  but  i dont  have any idea hwo do it  in pure  js.my form ex.   <pre><code>    &lt;form id= myid  name= myform &gt; &lt;input type= checkbox   id= lang_1  value= de /&gt; de &lt;input type= checkbox   id= lang_2  value= us /&gt; us &lt;input type= checkbox   id= lang_3  value= ru /&gt; ru &lt;input type= button  onclick= select();   value= select all /&gt; &lt;/form&gt; </code></pre>,javascript
entering a value into an array of points   so i want to input the two coordinates of the point into the array. sorry if this is way off  i m very confused.   <pre><code>//create array of 100 coordinate points //excerpt from main  point[] a = new point[100];   scanner in = new scanner(system.in);  system.out.println( enter index:  );  int i = in.nextint(); //validate  system.out.print( enter integers x  y to replace:  );  a[i].input(in); </code></pre>   ...   <pre><code>public class point {    int x  y;    point(int x  int y) {     throw new unsupportedoperationexception( not supported yet. );   }    void input(scanner sc){     x = in.nextint();     y = in.nextint();   } } </code></pre>,java
jquery mouseover on page load  i have created a drop down menu using jquery s mouseover event. i would like to stop the event triggering if the cursor is over the menu on page load.    what i have seen happening is  the user clicks on a menu item which causes the relevant page to load. if they don t move their cursor  when the next page has loaded the mouseover event automatically fires becuase they are still hovering over the menu!    when this happens  the user doesn t realise the page has loaded; they just sit there waiting.    if you d like to see what i mean  go to www.snowrepublic.co.uk and click on say  gloves but dont move your cursor. the gloves page will load then the menu will instantly drop down. it s quite a large menu so you can see where the confusion comes from!    here s my code:   <pre><code>&lt;script type= text/javascript &gt; $(document).ready(function() {   // dropdown delay   var $over = false;   $( #header-nav li .nav ).removeclass( drop );   $( #header-nav li ).mouseover(function(){     $over = true;     settimeout( function(){ if ($over == true) $( #header-nav li .nav ).addclass( drop ); }  200 );   });    $( #header-nav li ).mouseout(function(){     $over = false;     settimeout( function(){ if ($over == false) $( #header-nav li .nav ).removeclass( drop ); }  200 );   }); }); &lt;/script&gt; </code></pre>   any way to stop the mouseover event firing on page load     this is strange...i ve just noticed this seems to be an intermittent problem. sometimes the menu doesn t drop down on page load  other times it does,jquery
namespace qualified names inside a user namespace  in c++  if i have   <pre><code>namespace mynamespace {     boost::whatever(); } </code></pre>   will the compiler look for whatever() in the boost namespace or in mynamespace::boost,c++
generic fill of some property in .net  i have 3 lists of co  sto  and per. each entity co sto and per has a field guid. i need to make some method to generate guid for every list something like   <pre><code> public static void fillguids (list&lt;&gt; list)         {             foreach ( var c in list)             {              }         } </code></pre>   please help. thank you,.net
added multiple actions @selector  have a playpause button on the mainviewcontroller. this button basically is toggling between play and pause buttons which is working fine. now i added another action to playpause button. when i hit the play button it is not showing pageview at the sametime while toggling between play and pause.   <pre><code>#import &lt;uikit/uikit.h&gt; #import &lt;avfoundation/avfoundation.h&gt; #import  modalviewcontroller.h  #import  pageoneviewcontroller.h   @interface mainviewcontroller : uiviewcontroller &lt;modalviewcontrollerdelegate&gt;  - (void)modalviewaction:(id)sender;  @property (nonatomic  retain) uitoolbar *toolbar; @property (nonatomic  assign) uibarbuttonsystemitem currentsystemitem; @property (nonatomic  retain) avaudioplayer *audioplayer; @property (strong  nonatomic) uiwindow *window; @property (strong  nonatomic) modalviewcontroller *viewcontroller; @property (strong  nonatomic) uinavigationcontroller *navigationcontroller; @property (strong  nonatomic) uipageviewcontroller *pageviewcontroller;  @end    @synthesize pageviewcontroller = _pageviewcontroller;   uibutton *playpausebutton = [uibutton buttonwithtype:uibuttontypecustom]; [playpausebutton addtarget:self action:@selector(playpauseaction:) forcontrolevents:uicontroleventtouchupinside]; [playpausebutton addtarget:self action:@selector(pageviewcontrolleraction:) forcontrolevents:uicontroleventtouchupinside]; playpausebutton.frame = cgrectmake(0  0  50  50); [playpausebutton setimage:[uiimage imagenamed:@ play.png ] forstate:uicontrolstatenormal]; [playpausebutton setimage:[uiimage imagenamed:@ pause.png ] forstate:uicontrolstateselected]; uibarbuttonitem *playpause = [[uibarbuttonitem alloc] initwithcustomview:playpausebutton];  -(void)playpauseaction:(id)sender  {     if ([audioplayer isplaying]){         [sender setimage:[uiimage imagenamed:@ play.png ] forstate:uicontrolstatenormal];         [audioplayer pause];     } else {         [sender setimage:[uiimage imagenamed:@ pause.png ] forstate:uicontrolstatenormal];         [audioplayer play];     }     }  - (void)pageviewcontrolleraction:(id)sender {     cgrect pageviewrect = self.view.bounds;     pageviewrect = cgrectinset(pageviewrect  40.0  40.0);      self.pageviewcontroller.view.frame = pageviewrect;      // configure the page view controller      uipageviewcontroller *pageviewcontroller = [[[uipageviewcontroller alloc] initwithtransitionstyle:uipageviewcontrollertransitionstylepagecurl navigationorientation:uipageviewcontrollernavigationorientationhorizontal options:nil]autorelease];      nsarray *viewcontrollers = [nsarray arraywithobject:pageviewcontroller];       [self.pageviewcontroller setviewcontrollers:viewcontrollers direction:uipageviewcontrollernavigationdirectionforward animated:no completion:nil];      [self.view addsubview:self.pageviewcontroller.view]; } </code></pre>   tried exception breakpoint it is showing exception breakpoint at    <code>[audioplayer play];</code>    also tried adding breakpoint at     <code>-(void)pageviewcontrolleraction:</code>    it is not executing that.    any ideas what is going on. what i m doing wrong.    thanks for help.,iphone
saving rails output into a variable  is it possible to save the output of a block of rails code into a variable so i can output it in a number of places later on inside a view     i realise layouts etc have yield  but i want to do this in a view (i m generating a mail-merge-esque thing that has calculated elements that are the same in each letter),ruby-on-rails
is .net already the right way to go for small app development   i am developing a small windows app  but have some trouble deciding whether to use .net or not. as a coder i would like to make use of the .net libraries. on the other hand  requiring my users to download the gargantuan .net runtime seems like a horrible decision.    a 100 meg prerequisite might be alright for software in the scale of visual studio  but i feel like it would be a deal breaker for quick lightweight tools (think  for example  notepad++). in the future  the .net runtimes will likely become widespread enough to eradicate the problem  but in the short run  i feel uneasy.    in your opinion/experience  is 2009 too early for a small app to go .net  should i wait for the bigger players to pave the way     <em>edit: which versions  if any  come by default with xp sp2 and vista </em>,.net
changing the input value in html5 datalist <pre><code>&lt;input type= text  list= numbers &gt;  &lt;datalist id= numbers &gt;     &lt;option value= 110 &gt;     &lt;option value= 111 &gt;     &lt;option value= 112 &gt;     &lt;option value= 113 &gt;     &lt;option value= 114 &gt;     &lt;option value= 115 &gt; &lt;/datalist&gt; </code></pre>   <a href= http://jsfiddle.net/shvpb/ >http://jsfiddle.net/shvpb/</a>      scenario:<br> 1. user starts to write any of the value options or arrow down/up  and the dropdown list suggest the options.<br> 2. user mouseclicks or enterclicks on one of the options  and important: she can still scroll up/down the list.<br> 3. user clicks outside the input field. the input field is not in focus anymore.<br> 4. user wants to change her choice and clicks on the input field but the options are not visible anymore.      how can i show the options at step 4 as well,html
can i use cgaddlinetopoint and cgaddmovetopoint in eaglview  error is like this:-    errror:-cgaddlinetopoint invalid context,iphone
does aliasing work with function calling in ng-disabled   first  have a look at my current code:   <pre><code>$scope.disableparticipant = function (memberobj) {         if($scope.memberobj.membertype==1){             return true;         } else if($scope.memberobj.membertype==2 &amp;&amp; $scope.program.updatepermission){             return true;         }         return false;     }; </code></pre>  <pre class= lang-html prettyprint-override ><code>&lt;table&gt;     &lt;tbody&gt;     &lt;tr ng-repeat= memberobj in members | orderby : [ membername ] as resultmem track by memberobj.id &gt;         &lt;td align= middle  title= add/remove participant  class= width40 &gt;             &lt;input type= checkbox  ng-disabled= disableparticipant(memberobj) &gt;         &lt;/td&gt;         &lt;td&gt;             &lt;$ memberobj.membername $&gt;         &lt;/td&gt;         &lt;td&gt;             &lt;input type= checkbox  ng-disabled= (disableparticipant(memberobj) &amp;&amp; (program.created_by == memberobj.id)) &gt;         &lt;/td&gt;         &lt;td&gt;             &lt;input type= checkbox  ng-disabled= (disableparticipant(memberobj) &amp;&amp; (program.created_by == memberobj.id)) &gt;         &lt;/td&gt;         &lt;td&gt;             &lt;input type= checkbox  ng-disabled= (disableparticipant(memberobj) &amp;&amp; (program.created_by == memberobj.id)) &gt;         &lt;/td&gt;         &lt;td&gt;             &lt;input type= checkbox  ng-disabled= (disableparticipant(memberobj) &amp;&amp; (program.created_by == memberobj.id)) &gt;         &lt;/td&gt;     &lt;/tr&gt;     &lt;/tbody&gt; &lt;/table&gt; </code></pre>   here i have used  disableparticipant  function many times. i am searching any way where i do not need to use the function again &amp; again. i supposed that aliasing with the very first use of function should work but it is not working.   <pre><code>&lt;input type= checkbox  ng-disabled= disableparticipant(memberobj) as isdisabled &gt; </code></pre>   &amp; i want it to work like   <pre><code>    &lt;td&gt;         &lt;input type= checkbox  ng-disabled= isdisabled &amp;&amp; (program.created_by == memberobj.id)) &gt;     &lt;/td&gt; </code></pre>   it didn t work but if there is any other way around  let me know...,angularjs
how does ascii value work internally   please use this code as reference by telling how it is giving ascii output   <pre><code>int main() {  char c; printf( enter a character:  ); scanf( %c  &amp;c); /* takes a character from user */  printf( ascii value of %c = %d  c c);  return 0; } </code></pre>,c
avoid scrolling in page  i have a webpage that uses some hidden textarea fields - for storing some javascript information (this is passed on to the server for processing).    however the only displayed form is a small form at the top - and the page has a scroller because of the hidden textareas. is there any way - i can remove that scroller,html
preferred include header for std::size_t  <code>std::size_t</code> is defined in any of:<br> <code>&lt;cstddef&gt;</code> <code>&lt;cstdio&gt;</code> <code>&lt;cstdlib&gt;</code> <code>&lt;cstring&gt;</code> <code>&lt;ctime&gt;</code> <code>&lt;cwchar&gt;</code>    which is considered  kosher  for getting just <code>std::size_t</code>,c++
how to create copy of database including tables in windows (mysql)  i have a database called my_old_db which consists of some tables   now how to create copy of of this database including tables with new name as my_new_db .    i have tried the following query    <pre><code>create table my_new_db .tab1 like my_old_db .tab1;  insert into my_new_db .tab1 select * from my_old_db .tab1; </code></pre>   but in my old table i have nearly 30 tables   taking more time to copy    dont know the good approach.    any guidence would be really appretiated.     thank you.,mysql
is there any way to disable a css property common to multiple elements in a large css file   i have a css file with over 1000 lines of code with <code>box-shadow</code> property in many elements  and i want to temporarily disable it in all the elements for testing purposes. is there any method of doing this instead of commenting out every <code>box-shadow</code> property,css
can t read object property  i ve this object structure (chrome console output):   <pre><code>0:object 1:object 2:object </code></pre>   this 3 object are contained in one object called <code>response</code>  the response object contains all data to insert in my scheduler (but this isn t important). <br> now each object have this property:   <pre><code>appointments: array[2] unavailables: array[1] </code></pre>   i m interested to get the unavailables property. not all the three object is valorized  infact the object <code>1</code> as index  contains only the <code>appointments</code> data  the <code>unavailables</code> array is empty.<br><br>    now for the first object all working fine  <code>the object 0</code>  for the second object <code>object 1 as index</code>  i perform a condition for avoid the undefined property. the last one object is the problem  infact the data returned isn t correct. if i print the object 2 as follow (outside the for):   <pre><code>response[2][ unavailables ][0].id_users_provider </code></pre>   i get this: <code>92</code> and the result is correct.<br> but the foreach return a wrong value  this s my code:   <pre><code>for(var z = 0; z &lt; response.length; z++) {     if(response[z][ unavailables ][z] != undefined)     {          var id_operatore = response[z][ unavailables ][0].id_users_provider;          console.log(id_operatore);     } } </code></pre>   chrome console return:   <blockquote>    89   89 &lt;- this should be 92!  </blockquote>   other information for the iterested object:   <pre><code>2: object          appointmens: array[1]          unavailables: array[1]                       0: object                                 id: 189                                 id_users_provider:92 </code></pre>   what am i doing wrong,javascript
undefined index when using post  i m getting undefined index errors on the $_post variables. i.e. $_post[ hostname ]. i know kinda why i m getting them  but is there a way to keep the php and form in the same file and not get these errors        <pre><code>&lt;html&gt; &lt;head&gt;     &lt;title&gt;install forum&lt;/title&gt; &lt;/head&gt; &lt;body&gt; &lt;h1&gt;please enter your database information&lt;/h1&gt;  &lt;form action= install.php  method= post &gt; hostname: &lt;input type= text  name= hostname &gt;&lt;br/&gt; mysql user: &lt;input type= text  name= dbuser &gt;&lt;br/&gt; mysql pass: &lt;input type= password  name= dbpassword &gt;&lt;br/&gt; &lt;input type= submit  name= submit  value= submit &gt;&lt;br/&gt; &lt;/body&gt; &lt;/html&gt; &lt; php include_once( config.php ); $date = date( y-m-d );  //database variables $dbhost = strip_tags($_post[ hostname ]); $dbuser = strip_tags($_post[ dbuser ]); $dbpass = strip_tags($_post[ dbpassword ]); $submit = isset($_post[ submit ]); </code></pre>,php
