post,tags
how to call routing helper inside a module   i have a module like this  where  partners_url  is a routing helper method   <pre><code>module a     def b     ....partners_url     end end </code></pre>   but i get this   <blockquote>    nomethoderror - undefined method  </blockquote>   how can i call that url helper in side a module   thanks.,ruby-on-rails
c: int x = k * (x1  x2  x3)   what exactly is this called in c     if i have int x = 3 * (4  5);    i end up with 15.     can someone give explanation     is this a list where the result is just the first number times the last one     thanks,c
jquery popup doesn t come up correctly after $( #div_id ).dialog();  i have this jquery function:   <pre><code>$( #invite_friends_email ).live( click    function()  {     $( #invite_friends_email ).dialog();      return false;        }); </code></pre>   and on that page i import that div like this:   <pre><code>&lt; php include  ../divs/invite_frineds_by_email.php ;  &gt; </code></pre>   and the div itself looks like this:   <pre><code>&lt;div id= invite_friends_email  style= display: none; &gt;     &lt;form method= post  action=  &gt;     &lt;p&gt;     &lt;br /&gt;         &lt;h3&gt;enter your friends email addresses (separated by comma)&lt;/h3&gt;         &lt;textarea type= textarea  rows= 2  cols= 75  name= emails &gt;&lt;/textarea&gt;     &lt;/p&gt;     &lt;p&gt;         &lt;strong&gt;&lt;h3&gt;email subject (edit subject to add your name so your friends recognize you)&lt;/h3&gt;&lt;/strong&gt;         &lt;input type= text  name= subject  size= 75  value= your friend wants to invite you to brainstorm problem solutions &gt;     &lt;/p&gt;     &lt;p&gt;         &lt;h3&gt;enter your message: (edit the body of the text however you like)&lt;/h3&gt;         &lt;textarea type= textarea  rows= 5  cols= 75  name= message &gt;here is the url of the problem:      http://www.problemio.com/problems/problem.php problem_id=&lt; php echo $problem_id;  &gt;         &lt;/textarea&gt;     &lt;/p&gt;     &lt;p&gt;         &lt;input type= submit  style= border: none;  alt= send email!  /&gt;     &lt;/p&gt;     &lt;/form&gt; &lt;/div&gt; </code></pre>   you can reproduce the current problem by going here: <a href= http://www.problemio.com/problems/problem.php problem_id=225  rel= nofollow >http://www.problemio.com/problems/problem.php problem_id=225</a> and clicking on the  invite friend(s) via email  link.  right now i can tell that the click function is being called  but not sure why the dialog is not popping up.  any idea how to make it come up,jquery
how can i convert this time (gmt format) to ist time   i am getting a time in gmt format     for example 4:40pm    i have tried it this way    <pre><code>import java.text.parseexception; import java.text.simpledateformat; import java.util.date; import java.util.timezone;  public class test {         public static void main(string[] args) throws parseexception {              string time = converttimetoist( 4:40pm );                 system.out.println(time);         }         public static string converttimetoist(string recivieddate) throws parseexception {             simpledateformat in = new simpledateformat( hh:mma );             in.settimezone(timezone.gettimezone( ist ));             return in.tostring();         }     } </code></pre>   could you please let me know how to do this,java
how to view previous screen in current viewcontroller background in iphone   im new to iphone  i have two view controllers one is homepage and other is flipscreen and its work in good  but i want when i navigate flipscreen  the background is just like a mirror  how  please any one help me..    i tried the code:   <pre><code>self.view.backgroundcolor = [uicolor colorwithred:1 green:1 blue:1 alpha:1.0]; </code></pre>,iphone
need help reading lines from a text file and adding them to an arraylist  for my homework assignment  i m supposed to create an atm/teller program which stores users accounts in a text file. i require help reading the text file and storing certain parts of it in an array list.   <pre><code>import java.io.*; import java.util.scanner; import java.io.fileinputstream; import java.io.bufferedreader;  public class getdata {   public static void main(string[] args)   {     bufferedreader in = new bufferedreader(new filereader( filefullofmoney.txt ));      string strline;     int numberoflines = 0;         while ((strline = in.readline()) != null)     {       numberoflines++;     }      database[] accounts = new database[numberoflines];     string[] array1 = new string[3];      int i;     int j = 0;      while (j &lt; numberoflines)     {       for (i=0; i &lt; 2; i++)       {         array1[i] = in.readline();            }       accounts.add(new database(array[0] array[1] array[2]));     }   } }  class database {   public string accountname;   public int pin;   public double balance; } </code></pre>   the part i m having trouble with is accounts.add(new database(array[0] array[1] array[2]));    basically my text file will be formatted in this way:   <pre><code>account1 name account1 pin account1 balance account2 name account2 pin account2 balance etc... </code></pre>   i want to be able to add the 3 lines of text for each account into one element on the arraylist.    i m not sure how much of my could actually works because i can t get it to compile.    any help is greatly appreciated. thanks,java
sorteddictionary throws  same key already exists  with two different entries  i have two strings  they are not equal :   <pre><code>   var filename1 =  statuts pe signés.pdf ;    var filename2 =  statuts pe signés.pdf ; </code></pre>   the characters for filename1 :   <pre><code>[0] s= 83 [1] t=116 [2] a=97 [3] t=116 [4] u=117 [5] t=116 [6] s=115 [7]  =32 [8] p=80 [9] e=69 [10]  =32 [11] s=115 [12] i=105 [13] g=103 [14] n=110 [15] e=101 [16] ´=769 [17] s=115 [18] .=46 [19] p=112 [20] d=100 [21] f=102 </code></pre>   the characters for filename2 :   <pre><code>[0] s=83 [1] t=116 [2] a=97 [3] t=116 [4] u=117 [5] t=116 [6] s=115 [7]  =32 [8] p=80 [9] e=69 [10]  =32 [11] s=115 [12] i=105 [13] g=103 [14] n=110 [15] é=233 [16] s=115 [17] .=46 [18] p=112 [19] d=100 [20] f=102 </code></pre>   i can add this two entries in a dictionary :   <pre><code>var files1 = new dictionary&lt;string  int&gt;(); files1.add(filename1  1); files1.add(filename2  2); // ok </code></pre>   but when i try with a sorteddictionary  i get  argumentexception : an entry with the same key already exists  :   <pre><code>var files2 = new sorteddictionary&lt;string  int&gt;(); files2.add(filename1  1); files2.add(filename2  2); // throw  argumentexception : an entry with the same key already exists  </code></pre>   why,c#
read from file line by line  write random lines to another file in c  so i have a file with multiple lines on it  and i want to copy some of those line to a new file  random lines to be specific. everything goes fine as long as i copy all the lines file from file  but when i try to introduce randoming  in the new file the lines misses couple characters   <pre><code>#include &lt;stdio.h&gt; #include &lt;stdlib.h&gt; #include &lt;time.h&gt; #include &lt;malloc.h&gt; #include &lt;unistd.h&gt; #include &lt;sys/stat.h&gt; #include &lt;fcntl.h&gt;    int main() {     srandom(time(null));     int n i=0 j=0 k l;     char c[200][200];      char *buff=(char *)malloc(sizeof(char));      int f= open( erzekelokbeugro.txt  o_rdonly);     int f2= open( teszt.txt  o_wronly|o_creat|o_trunc s_irusr|s_iwusr|s_irgrp|s_iroth);      do     {         do         {             n=read(f buff 1);             c[j][i]=*buff;             //printf( %c  buff[0]);             i++;         }         while(buff[0] != \n );         j++;     }     while(n&gt;0);          k=10;         //j=73;         i=0;      while(k&gt;0)     {            j=rand()%49;             //printf( %d    j);         do         {              *buff=c[j][i];             if(buff[0]!=0)             {             write(f2 buff 1);              //printf( %c  buff[0]);             }              i++;         }         while(buff[0] != \n );         //printf( ----\n );         k--;     }          close(f);     close(f2);     return 0; } </code></pre>   the input is someting like this (i wont copy the whole file  just a sample  its in hungarian  but the content doesnt matter anyway):   <pre><code>8.érzékelés alsó határa (detektálási küszöb) 9.felbontás 10.nullponteltolódás (drifft) 11.érzékenység eltolódás 12.ismétlési (reprodukciós) hiba 13.csereszabatosság mértéke 14.szelektivitás 15.beállási idő 16.élettartam 17.hőmérséklet definíciója 18.mit tud a celsius skáláról: 19.ismertesse a hőmérsékleti együttható ( ) képletét az ellenállás-hőmérő esetén.nevezze meg a képlet elemeit. </code></pre>   and the output is like this:   <pre><code>és voltmérő sematikus ábrája 5.linearitás as műszerek működési elve: 15.beállási idő 26.ismertesse a nyomás definícióját  és kiszámítási képletét. 28.villamos elvű passzív nyomásmérő főbb típusai 34.ellenállás nyomásérzékelő mérési tartománya és pontossága 29.a villamos elvű nyomásmérők előnyei 35.piezoelektromos nyomásérzékelés mérési elve ust használó szenzorok előnyei: </code></pre>   as you can see   all the line should start with a number  but sometimes its missing  also some character (even half a line)  but the next goes fine,c
how can manage clr version of referenced assembly  project a has a reference to project b. project a runs on .net 4.0 (clr 4) and project b run on .net 3.5 (clr 2). is it true that while running project a  project b runs on clr 4 (in other words  the referenced assembly runs the same clr version as the calling assembly)     i tried this on two projects and verified using the environment. version property on project b  and that s how it works.,.net
what is the use of  .  prefix for a structure variable in c  <blockquote>    <strong>possible duplicate:</strong><br>   <a href= https://stackoverflow.com/questions/8047261/what-does-dot-mean-in-a-struct-initializer >what does dot (.) mean in a struct initializer </a>    </blockquote>     i have the following structure in which the variables are prefixed with  . . please kindly help me understand the significance of  .    <pre><code>static struct usb_driver skel_driver = {     .name =  skeleton       .probe = skel_probe      .disconnect = skel_disconnect      .fops = &amp;skel_fops      .minor = usb_skel_minor_base      .id_table = skel_table  }; </code></pre>,c
when does code in .aspx code executed  i am trying to find out which event i should put my code that would normally be placed in .aspx. to be precise: normally i can write something like   <pre><code>&lt;asp:dropdownlist id= lst1  runat= server &gt;     &lt;asp:listitem&gt;5&lt;/asp:listitem&gt;     &lt;asp:listitem&gt;6&lt;/asp:listitem&gt;     &lt;asp:listitem&gt;7&lt;/asp:listitem&gt;     &lt;asp:listitem&gt;8&lt;/asp:listitem&gt;     &lt;asp:listitem&gt;9&lt;/asp:listitem&gt; &lt;/asp:dropdownlist&gt; </code></pre>   to populate my dropdownlist.    but i want this list to populate in my code behind class. i am trying to figure out which event like  on_init    on_prerender  is best place to put the code so that it has same effect as above.    i am trying to use following code in my code behind class:   <pre><code>   for int i=5; i&lt;=9; i++     {        lst1.items.add(i)      } </code></pre>   thanks css,.net
typeloadexception in com library  i have a class library that has a class  messagegroupinfo  that contains some string and bool properties. no methods. i use this class to pass info to a constructor of another class  messagegrouper.     these are used by a com visible class library that is an add-in to another app. both the add-in assembly and the class library use .net 4 client targets.     when i call a method that uses messagegrouper (and thus messagegroupinfo)  i get a typeloadexception. it can t find messagegroupinfo.  i know it has resolved and loaded the class library because other code in that assembly is working just fine.     i setup a quick winform app to see if it had an issue  but it worked fine.     this problem originally occurred on a 64bit win7 box. it works fine on a xp 32bit box.    so  could this be a 64 bit thing or a com-64bit thing   is there some setting i m missing  not that otherwise the add-in works well  calling many other methods in the class library.     thanks!,.net
angular one module with multiple controller not working  am new to angular js  is it possible to create multiple controller in single module     <div class= snippet  data-lang= js  data-hide= false > <div class= snippet-code > <pre class= snippet-code-html lang-html prettyprint-override ><code>     &lt;body ng-app= birth  &gt;  &lt;div ng-controller= learnertosurvive  ng-show= $learn &gt;   &lt;p&gt;xxx&lt;/p&gt;   &lt;button ng-click= start &gt;let s begin&lt;/button&gt;  &lt;/div&gt;  &lt;div ng-controller= starttosurvive  ng-show= $begin &gt;   &lt;button ng-model= $cpu &gt; vs cpu &lt;/button&gt;   &lt;button ng-model= $multiplayer &gt; multiplayer&lt;/button&gt;   &lt;div ng-show= $options &gt;    &lt;label for= two &gt;two&lt;/label&gt;&lt;input type= radio  id= two  ng-model= $players  name= multi  text= two /&gt;    &lt;label for= three &gt;three&lt;/label&gt;&lt;input type= radio  id= three  ng-model= $players  name= multi  text= three /&gt;    &lt;label for= four &gt;four&lt;/label&gt;&lt;input type= radio  id= four  ng-model= $players  name= multi  text= four /&gt;   &lt;/div&gt;  &lt;/div&gt;  &lt;div ng-controller= survivebegins  ng-show= $play &gt;   &lt;canvas id= survival  style= height: 300px  widht:500px &gt;  &lt;/div&gt;  &lt;div ng-controller= death  ng-show= $over &gt;  &lt;/div&gt;  &lt;/body&gt;</code></pre> </div> </div>,angularjs
windows 8 style api for asp.net (websites)  i ve heard that microsoft has unleashed a windows 8 style (previously known as metro) api for asp.net does anyone knows anything about it  what is it called  where to get it from  unfortunately i don t have any link about that api. i ve tried searching for it but didn t get any luck.  i have found some jquery apis  but i m asking about the one done by microsoft itself. is there any,asp.net
pass a string from didselectrowatindexpath to a button-click action  i have this code nsstring *localstringvalue;   <pre><code>- (void)tableview:(uitableview *)tableview didselectrowatindexpath:(nsindexpath *)indexpath {     [tableview deselectrowatindexpath:indexpath animated:yes];     localstringvalue = [m_textfield cellforrowatindexpath:indexpath].textlabel.text;      localstringvalue = [m_textfield cellforrowatindexpath:indexpath].detailtextlabel.text;      nsarray* toreload = [nsarray arraywithobjects: indexpath  self.selectedindexpath  nil];     self.selectedindexpath = indexpath;     if ([[tableview cellforrowatindexpath:indexpath] accessorytype] == uitableviewcellaccessorycheckmark){         uploadview *uploadview = (uploadview *)self.view;         if (uploadview != nil)         {             [m_owner uploadstring:localstringvalue];             //[self dismissmodalviewcontrolleranimated:yes];         }          [[m_textfield cellforrowatindexpath:indexpath] setaccessorytype:uitableviewcellaccessorynone];     }      else {          [[tableview cellforrowatindexpath:indexpath] setaccessorytype:uitableviewcellaccessorycheckmark];      } } </code></pre>   in this code i am syncing localstringvalue to google-doc when i tap the cell if the check mark is there.localstringvalue contains the values in the tableview cell.every thing works fine at this point.but my need is i want to pass this value to a button click that means if the user select multiple row i want all the values in the localstringvalue and pass this through this code   <pre><code>- (ibaction)doupload:(id)sender {             uploadview *uploadview = (uploadview *)self.view;             if (uploadview != nil)             {                 [m_owner uploadstring:@  ];                 //[self dismissmodalviewcontrolleranimated:yes];             }  } </code></pre>   i want to pass localstringvalue in <code>[m_owner uploadstring:localstringvalue];</code> how to do this  thanks in advance.,iphone
why can t an implementing method have an argument  for this:   <pre><code>import java.awt.eventqueue; import javax.swing.jframe;  public class swingexample11 extends jframe implements runnable {     public swingexample11() {         initui();     }        private void initui() {         settitle( swingexample1 );         setsize(300  200);         setlocationrelativeto(null);         setdefaultcloseoperation(exit_on_close);     }        @override     public void run(swingexample11 ex) {         ex.setvisible(true);     }        public static void main(string[] argv) {         swingexample11 ex = new swingexample11();         eventqueue.invokelater(ex);     }    } </code></pre>   i get:   <pre><code>6: error: swingexample11 is not abstract and does not override abstract method run() in runnable public class swingexample11 extends jframe implements runnable { ^ 16: error: method does not override or implement a method from a supertype @override ^ </code></pre>   when i remove the argument and the code block from <code>run()</code> it compiles  but obviously doesn’t do anything.    when i implement an interface i thought i could write the method however i wanted  is it because its an abstract method  i thought all interface methods were abstract by default  and anyway  i thought if you <code>@override</code> a method then you can do what you want with it.    i think i am confused with abstract methods. where am i going wrong please  and what will make me understand things more clearly,java
invalid json error message in visual studio 2013  i get  invalid json  error message when i run the below code in visual studio 2013  but if i copy the same code to visual studio 2010 it works fine. here is the code :   <pre><code>&lt;script src= scripts/jquery-1.4.1.js  type= text/javascript &gt;&lt;/script&gt;     &lt;script type= text/javascript &gt;         function drawchartttt() {             var test = window.location.href +  /test ;              var name =  sss ;              $.ajax({                 type:  post                   url: window.location.href +  /test                   data:  { name : tman }                   contenttype:  application/json; charset=utf-8                   datatype:  json                   success: function (r) {                     alert( success );                 }                  failure: function (r) {                     alert( error 1 );                     alert(r.d);                 }                  error: function (xhr  status  error) {                     // alert( error 2 );                     alert(error);                     alert(xhr);                     alert(status);                 }             });         }           $(document).ready(function () {             drawchartttt();          });      &lt;/script&gt; </code></pre>   server side :   <pre><code>  [webmethod]      public static string test(string name)       {           return  tman ;       } </code></pre>   alert(status) displays parsererror    what could be the problem,asp.net
how to draw triangle with transparent background with border   i would like to know how to draw a triangle with a transparent background with borders  the examples i had found do not provide borders. any way to accomplish this,css
add contact from iphone application bugg  i am successfully adding contact address in iphone  through my application by using below code   <pre><code>abaddressbookref addressbook = abaddressbookcreate();     abrecordref showroom = abpersoncreate(); abmutablemultivalueref multiaddress = abmultivaluecreatemutable(kabmultidictionarypropertytype);     nsmutabledictionary *addressdictionary = [[nsmutabledictionary alloc] init];     [addressdictionary setobject:[nsstring stringwithformat:@ %@  address_bcard.text] forkey:(nsstring *) kabpersonaddressstreetkey];      abmultivalueaddvalueandlabel(multiaddress  addressdictionary  kabworklabel  null);     abrecordsetvalue(showroom  kabpersonaddressproperty  multiaddress @  );     cfrelease(multiaddress);      abaddressbookaddrecord(addressbook  showroom  nil);     abaddressbooksave(addressbook  nil) cfrelease(showroom); cfrelease(addressbook); </code></pre>   i am adding australian address from application to iphone contacts eg. sydney australia. instead of <strong>sydney australia</strong> the iphone contact shows <strong>sydney australia india</strong> in addess field. how to remove this bugg.,iphone
angular js - disable toggle switch  (using angular and typescript) i have a toggle switch directive as:   <pre><code>    return {         restrict:  e           scope: {             ngmodel:  =               ontext:  @               offtext:  @               title:  @                        }          template:          &lt;label class= switch-light well &gt;  +            &lt;input type= checkbox  ng-model= ngmodel &gt;  +            &lt;span&gt;  +              {{title}}  +              &lt;span class= switch-light-option  ng-class= { \ switch-light-checked\ : !ngmodel} &gt;{{offtext}}&lt;/span&gt;  +              &lt;span class= switch-light-option  ng-class= { \ switch-light-checked\ : ngmodel} &gt;{{ontext}}&lt;/span&gt;  +            &lt;/span&gt;  +            &lt;a class= btn btn-primary &gt;&lt;/a&gt;  +          &lt;/label&gt;      }; </code></pre>   in my html i am using this as:   <pre><code>toggle-switch ng-model= myvalues  on-text= enabled  off-text= disabled   </code></pre>   now i want to disable the above one. how can i do so.     i am pretty new to angular so any inputs would be appreciated.    thanks,angularjs
account for missing values in group by month  i m trying to retrieve the average number of records added to the database each month. however for months that no records were added  the row is missing and therefore not being calculated into the average.    here is the query:   <pre><code>select avg(a.count) as avg from ( select count(*) as count  month(insertedtimestamp) as month     from certificates     where insertedtimestamp &gt;=  9/19/2014          and insertedtimestamp &lt;=  7/1/2015      group by month(insertedtimestamp)  ) as a </code></pre>   when i run just the inner query  only results from months 9 10 11 are showing  because there are no records for months 12 1 2 3 4 5 6 7. how can i add these missing rows to the table in order to get the correct monthly average     thanks!,sql
url starts with a double slash  on several pages i saw in the last months following syntax for a address   <pre><code>&lt;a href= //mynextpage.html &gt;...&lt;/a&gt; </code></pre>   what does this way of an url stay for  is it a kind of wildcard for the protocol you have called this site,html
what does d mean in html datetime format  yyyy-mm-ddthh:mmtzd   <a href= http://prasanjitmandal.blogspot.tw/2010/06/sharepoint-datetime-format-conversions.html  rel= nofollow >http://prasanjitmandal.blogspot.tw/2010/06/sharepoint-datetime-format-conversions.html</a>    the above link says <strong>z</strong> <code>indicates the coordinated universal time (utc)</code>     but what does last <strong>d</strong> mean in    <blockquote>    yyyy-mm-ddthh:mmtz<strong>d</strong>  </blockquote>   (i refer to the very last <strong>d</strong>; not the two <strong>dd</strong> which stand for <code>day-of-month</code>.),html
simple_html_dom.php memory problems  i am trying to write a crawler using simple_html_dom.php version 1.5 but it seems it leaks memory for reasons unknown. i tried the 1.5 because they claim to have fixed memory leaks help will be appreciated. after 40 repetitions of the loop i get the following message   <pre><code>   fatal error: allowed memory size of 268435456 bytes exhausted (tried to allocate 8388608 bytes) in c:\work\simple_html_dom.php on line 1078 &lt; php /** * ******************testing************************* */     include( simple_html_dom.php );   $beginning=0; $end=35; $filename =  c:/results.txt ; $filehandle = fopen($filename   w ) or die( can t open file );  for ($i = $beginning; $i &lt; $end; $i++) {  $url = sprintf( http://imgur.com/gallery/hot/day/page/%d scrolled  $i);  $html = file_get_html($url);  echo  day: - .$i. \n ;   foreach($html -&gt; find( div[class=posts] ) as $element){         foreach($element -&gt; find( img ) as $el)     {         $urls = $el-&gt; src;         $urls1 = str_replace( b.jpg   .jpg  $el-&gt;src);         $urls2 =     str_replace( .jpg     str_replace( .com/   .com/gallery/  str_replace( http://i.   http://  str_replace( b.jpg   .jpg  $el-&gt;src))));          $title=str_replace( &amp;quot;      str_replace( &amp;#039;      stristr($el-&gt; title  &lt;p&gt;  true)));         $fil= $urls2.               .$urls.               .$urls1.               .$title. \n ;         fwrite($filehandle  $fil);      } }  $html-&gt;clear; unset($html); }  fclose($filehandle);      &gt; </code></pre>,php
ios abpeoplepicker nav controller custom address book  i m having an issue with a peoplepicker nav controller. i m trying to filter and show only contacts with email. this seems to work about halfway. here s the code:   <pre><code>- (ibaction) addemail: (id)sender {     abpeoplepickernavigationcontroller *picker;     picker = [[abpeoplepickernavigationcontroller alloc] init];      abaddressbookref test = [self getvalidcontacts];     [picker setaddressbook:test];      nsnumber* emailprop = [nsnumber numberwithint:kabpersonemailproperty];     picker.displayedproperties = [nsarray arraywithobjects:emailprop  nil];      picker.peoplepickerdelegate = self;      [parentcontroller presentmodalviewcontroller:picker animated:yes];      [picker release]; }  - (abaddressbookref)getvalidcontacts{      abaddressbookref allpeople = abaddressbookcreate();     abaddressbookref contactswithemail = abaddressbookcreate();     cfarrayref allcontacts = abaddressbookcopyarrayofallpeople(allpeople);     cfindex numberofcontacts = abaddressbookgetpersoncount(allpeople);     cferrorref  anerror = null;       for(int i=0; i&lt;numberofcontacts;i++){         abrecordref aperson = cfarraygetvalueatindex(allcontacts  i);         abmultivalueref emailproperty = abrecordcopyvalue(aperson  kabpersonemailproperty);         if(abmultivaluegetcount(emailproperty)&gt;0){             nslog(@ this dude has an email address  he s on the list );             //abaddressbookaddrecord(contactswithemail  aperson  &amp;anerror);        }         else{             nslog(@ this guy has no email  removing them from the addressbook );             abaddressbookremoverecord(contactswithemail  aperson  &amp;anerror);         }      }     int foo = abaddressbookgetpersoncount(contactswithemail);     nslog(@ at the end we have %d contacts with email   foo);     return contactswithemail; } </code></pre>   i m testing this in simulator with 4 contacts: 3 have one or more email addresses  and one doesn t. it seems that my getvalidcontacts method does what its supposed to do... it returns an address book with only the 3 contacts that have email properties. when the peoplepicker table comes up though  the 4th guy is still there. if i select the cell that shouldn t exist i get a sigabrt error  like i m trying to touch a deallocated object.     i ve read that saving the modified addressbook will alleviate my problems  but i m not crazy about the prospect of deleting other peoples  contacts. am i thinking about it wrong  if i create an addressbook and save it will it modify the shared addressbook on the device     anybody have any success filtering the addressbook for specific contacts that can instruct me a bit     thanks in advance.,ios
can ios app listen() to a socket   can ios app listen to a socket to become a server of some kind  if yes  what are limitatoins  can you connect to this server from outside of your iphone/ipad  can you connect to it from the webpage on the same iphone using the websockets,ios
using float in css <blockquote>    <strong>possible duplicate:</strong><br>   <a href= https://stackoverflow.com/questions/8028043/html-and-css-syntax >html and css syntax</a>    </blockquote>     i am trying to make a 3 column page    this is the css:   <pre><code>#left { float: left; width: 150 px; background-color: blue; height: 400px; }  #center { margin-left: auto; margin-right: auto; margin-top: 0px; width: 600 px; background-color: yellow; height: 400px; clear: none; }  #right { float: right; width: 150px; background-color: red; height: 400px; } </code></pre>   when i view the html file in my browser  the right column just drops down below the left column  what am i doing wrong,css
split text and tween in java (pseudocode)  i am looking for some help in creating a simple program.     i would like to read in a text file containing maybe 2000 words. i d like to split this file into individual words and have them zoom from the center of the screen real small like to really large and then disappear. then the next word comes... ect... i would like to speed up and slow down the speed of the text appearing.     so i am thinking i read in the file  split it by     spaces i guess  fill an array with the individual words  size them at 1px and then tween them to say 50px.    are there any hints or libraries or the like that any of you can suggest to me,java
c++ pointer returning null  trying to update to a pointer from a function return. just for background this is a template that acts like the stl vector. this is the returning function.    <pre><code>    //////////////////////////////////////////////////////////////////////////////// //removes an item from the array const t&amp; remove(int pos) {     if(pos &gt; cnt)         pos = cnt;     if(pos &lt; 0)         pos = 0;     static t v;     for(int i k = 0; i &lt; cnt; i++ k++)     {         if(i == pos)         {             v = element[i];             i++;         }         else             element[k] = element[i];     }     cnt--;     return v; }  ///////////////////////////////////////////////////////////////////////// </code></pre>   the pointer variable i am trying to update:   <pre><code>tvector&lt;member*&gt; members; member* backmember;  backmember = members.remove(members.size()-1); </code></pre>   but backmember always returns null. i am sure i am missing something simple  just not sure what. any ideas  let me know if you have any questions and thanks in advance.,c++
multiple distinct pages in one html file  is there any way to have multiple distinct html pages contained within a single html file   for example  suppose i have a website with two pages:   <pre><code>page 1 : click here for page 2 </code></pre>   and   <pre><code>page 2 : click here for page 1 </code></pre>   can i create a single html file that embeds simple static html for both pages but only displays one at a time   my actual pages are of course more complicated with images  tables and javascript to expand table rows.  i would prefer to avoid too much script code.  thanks!,html
when i open android studio  it says  missing essential plugin: org.jetbrains.android please reinstall android studio from scratch.   recently  my android studio was working fine  however  yesterday when i opened android studio it said  <pre><code>&quot;missing essential plugin:    org.jetbrains.android  please reinstall android studio from scratch.&quot; </code></pre>  i have tried installing many times  but still nothing happens.i even tried it running as an administrator. but then also nothing happens. and the answers from the previous questions  i don t understand that where we have to past the links.(the c:users one...). pls help.,android
is there case for closed paragraphs tags <p/>  i m reading html paragraphs documentation here: <a href= http://www.w3schools.com/html/html_paragraphs.asp  rel= nofollow >http://www.w3schools.com/html/html_paragraphs.asp</a>    but there is nothing about <code>&lt;p/&gt;</code> usage    but i was trying it and it works as new line. is there difference between <code>p</code> and <code>br</code> in this case     if i can use <code>&lt;p/&gt;</code> as <code>&lt;br/&gt;</code> then why do i need <code>&lt;br/&gt;</code>,html
smaato iphone ad in the universal app  i have universal app and want to integrate smaato. but smaato let me create only specified ad - ipad or iphone. so  can i use smaato iphone ad id in my universal app and will it be handled correctly,ios
how to combine click and mouseenter in angularjs   i have a directive to have a sorting icon on a table column (fa-caret-up  fa-caret-down) when i mouseenter on the column header  it should show opposite direction of existing otherwise default direction desc. i am able to get the events click  mouseenter and mouseleave. now the problem is  when you go over a column to click  triggering is not appropriate and it is removing sort icon.  is there a way to combine both click and mouseenter events to trigger first click and mouseenter event next  this is my code.i need to implement something like ele.bind( click mouseenter ) or order events click then implement mouseeneter:   <pre><code>var upsortclass =  fa fa-caret-up ; var downsortclass =  fa fa-caret-down ; var iconclass =  .icon-sort ; var addiconclass =  ; var removeiconclass =  ;  ele.bind( click   function () {     var ic = ele.find(iconclass);     ic.addclass(addiconclass);     addiconclass =  ; }); ele.bind( mouseenter   function () {     var ic = ele.find(iconclass);     var sortup = ic.hasclass(upsortclass);     var sortdown = ic.hasclass(downsortclass);      if(sortup) {         addiconclass = upsortclass;         removeiconclass = downsortclass;         ic.removeclass(upsortclass);         ic.addclass(downsortclass);     }     if(sortdown) {         addiconclass = downsortclass;         removeiconclass = upsortclass;         ic.removeclass(downsortclass);         ic.addclass(upsortclass);     }     if(!sortup &amp;&amp; !sortdown) {         removeiconclass = downsortclass;         ic.addclass(downsortclass);     } }); ele.bind( mouseleave   function () {     var ic = ele.find(iconclass);     ic.removeclass(removeiconclass);     ic.addclass(addiconclass);     addiconclass =  ;     removeiconclass =  ; }); </code></pre>   please guide. thanks in advance.,angularjs
foreign key references mutiple columns in the database  when i get my eer converted to the relational schema i got this  table which has a composite primary key like following    <pre><code>create table branch (     branch_number varchar(20)      b_code varchar(20)      name varchar(20)      address varchar(20)       --constraints     constraint pk_branch primary key(branch_number b_code)      constraint fk_branch foreign key(b_code) references bank(b_code)  ) </code></pre>   this above table is a weak entity and therefore it s having a key combination as a primary key. (due to the identifying relationship) then this branch table is in a one-to-many relation with the following table    <pre><code>create table account  (     account_no varchar(20)      balance float      branch_number varchar(20)      b_code varchar(20)      a_code varchar(20)       --constraints     constraint pk_account primary key(account_no)      constraint fk_account_1 foreign key(b_code) references branch(b_code)      constraint fk_account_2 foreign key(branch_number) references branch(branch_number)      constraint fk_account_3 foreign key(a_code) references account_type(a_code) ) </code></pre>   how do i make the relation between these two tables  how to implement the foreign key for the account table with branch when i have one column referencing to two other columns,sql
traffic signal program c basic  i have made a small basic traffic light program. it is not giving the output i m expecting. i want it to print all five cases with change over time but instead in the second if else case  it prints  red light   red lightght  instead of  red light   red light  and starts to blink. same is for 5th if else. what seems to be the problem    <pre><code>#include &lt;time.h&gt; #include &lt;conio.h&gt; #include &lt;stdio.h&gt; int main() {     time_t strt  t;     long difference = 0;     int a  progrun;     char start;     printf( press 1 to turn on the traffic light\n );     scanf_s( %d   &amp;progrun);     if (progrun == 1)     {         strt = time(null);         printf( east-west signal   north-east signal\n );         while (difference &lt; 15)         {             t = time(null);             difference = t - strt;             int light(difference);             if (difference &lt;= 3)             {                 printf( red light   green light\r );                 fflush stdout;             }             else if (difference &gt; 3 &amp;&amp; difference &lt;= 6)             {                 printf( red light   yellow light\r );                 fflush stdout;             }             else if (difference &gt; 5 &amp;&amp; difference &lt;= 8)             {                 printf( red light   red light\r );                 fflush stdout;             }             else if (difference &gt; 8 &amp;&amp; difference &lt;= 10)             {                 printf( yellow light   red light\r );                 fflush stdout;             }             else if (difference &gt; 10 &amp;&amp; difference &lt;= 12)             {                 printf( green light   red light\r );                 fflush stdout;             }             else if (difference &gt; 12 &amp;&amp; difference &lt;= 14)             {                 printf( yellow light   yellow light\r );                 fflush stdout;             }         }     }     _getch();     return 0; } </code></pre>,c
